route,eta,eta_prime,eta_prime_over_eta,scale,delta,quartic_budget,T,alpha,beta,rho0,theta_radius,w_radius,r_max,stability_aux_squared,zeta,replicates,mse,mse_standard_error,mse_ci95_low,mse_ci95_high,mean_theta,mean_w,target_theta,target_w,quartic_normalized_mse,cubic_normalized_mse
w_frozen_negative_control,0.3,0.39999999999999997,1.3333333333333333,0.8944271909999159,0.25,32,3951,0.009375,0.009375,1.0,3.162277660168379,1.1,0.32360679774997897,0.006787628304625599,0.15,128,0.004166741418364457,0.0004675018354455943,0.0032504378208910918,0.005083045015837822,0.9682824709507407,0.0,1.0,0.4472135954999579,0.01610106395347705,0.05367021317825683
w_frozen_negative_control,0.09,0.12,1.3333333333333333,0.4898979485566356,0.25,32,487731,0.0011935104804950694,0.0011935104804950694,1.0,5.773502691896257,1.1,0.2224744871391589,0.0006497225924135612,0.045,128,0.00014904720193489285,2.179088691346675e-05,0.00010633706358449801,0.0001917573402852877,1.0006309325816796,0.0,1.0,0.2449489742783178,0.00036415402122138554,0.004046155791348729
