route,eta,eta_prime,eta_prime_over_eta,scale,delta,quartic_budget,T,alpha,beta,rho0,theta_radius,w_radius,r_max,stability_aux_squared,zeta,replicates,mse,mse_standard_error,mse_ci95_low,mse_ci95_high,mean_theta,mean_w,target_theta,target_w,dirichlet,mean_feature_squared,projected_root_residual,quartic_normalized_mse,cubic_normalized_mse
w_frozen_negative_control,0.3,0.39999999999999997,1.3333333333333333,0.8944271909999159,0.25,32,3951,0.009375,0.009375,1.0,3.162277660168379,1.1,0.32360679774997897,0.006787628304625599,0.15,128,0.4063211471304632,0.006416830427421653,0.39374415949271674,0.41889813476820964,0.9682824709507407,0.0,0.3333333333333333,0.4472135954999579,0.09999999999999999,0.19999999999999998,0.0,1.5701004979007585,5.233668326335861
w_frozen_negative_control,0.09,0.12,1.3333333333333333,0.4898979485566356,0.25,32,487731,0.0011935104804950694,0.0011935104804950694,1.0,5.773502691896257,1.1,0.2224744871391589,0.0006497225924135612,0.045,128,0.44543473508861875,0.0014506885705184013,0.44259138549040267,0.44827808468683483,1.0006309325816796,0.0,0.3333333333333333,0.2449489742783178,0.03,0.06,0.0,1.0882918154012624,12.092131282236249
